age,education,career,sleep_hours,exercise,risk_tolerance,location,income_2040,happiness_score,health_score,relationship_stability
28,PhD,Entrepreneur,6.5,Rarely,5,Urban,88700,6.4,61,42
52,Master's,Other,7.2,3-5x/week,5,Suburban,73300,6.2,81,87
31,High School,Educator,5.8,Rarely,6,Suburban,55400,6.8,62,60
41,PhD,Entrepreneur,5.6,Daily,5,Suburban,93900,5.5,84,55
23,Bachelor's,Other,6.1,Daily,0,Urban,49200,3.0,83,68
18,Master's,Doctor,7.9,1-2x/week,10,Urban,102200,9.2,81,98
35,PhD,Entrepreneur,9.0,Daily,8,Suburban,93000,6.7,89,59
40,Master's,Educator,4.0,Daily,3,Urban,77500,4.8,75,55
21,High School,Other,7.3,Daily,6,Rural,41400,5.5,85,63
27,Master's,Artist,6.6,Rarely,0,Suburban,55800,5.0,70,31
20,High School,Other,5.6,1-2x/week,3,Urban,39500,4.8,72,58
24,Master's,Artist,7.1,1-2x/week,6,Urban,57600,7.7,72,55
63,Master's,Engineer,4.7,Rarely,6,Urban,98200,5.5,65,59
30,High School,Artist,6.0,3-5x/week,9,Suburban,41500,5.6,67,55
41,High School,Entrepreneur,5.2,Daily,8,Rural,65400,6.0,78,70
24,Master's,Other,9.0,3-5x/week,4,Rural,61600,6.1,75,66
57,High School,Entrepreneur,8.4,1-2x/week,3,Urban,69300,6.6,83,61
47,High School,Other,5.1,1-2x/week,9,Rural,53300,5.0,72,75
62,PhD,Artist,6.4,Rarely,1,Rural,80300,5.8,60,54
46,High School,Engineer,4.0,1-2x/week,2,Urban,69400,4.8,80,67
29,Master's,Engineer,7.8,3-5x/week,1,Suburban,82100,4.8,88,64
50,PhD,Artist,6.7,3-5x/week,5,Rural,77500,4.8,77,85
52,PhD,Educator,8.9,Rarely,5,Rural,93300,5.3,68,65
56,Master's,Artist,6.5,Daily,3,Rural,68900,5.6,78,44
24,Bachelor's,Artist,7.0,3-5x/week,7,Suburban,48100,4.6,80,52
45,High School,Other,8.0,1-2x/week,5,Rural,50500,4.5,81,69
56,Bachelor's,Doctor,9.9,1-2x/week,6,Suburban,105400,7.7,81,58
58,PhD,Artist,8.2,Rarely,0,Urban,78200,5.3,63,54
48,PhD,Entrepreneur,7.1,Rarely,9,Urban,98700,6.2,57,64
35,High School,Engineer,6.2,1-2x/week,7,Urban,67500,4.9,76,55
22,High School,Artist,5.2,Daily,8,Suburban,37800,6.1,82,88
48,PhD,Other,7.9,Daily,4,Suburban,81200,7.7,88,56
46,High School,Educator,6.8,Daily,8,Urban,62400,5.8,85,91
64,Master's,Entrepreneur,6.2,Daily,8,Suburban,94600,5.4,87,76
63,PhD,Doctor,7.2,3-5x/week,0,Suburban,125200,4.3,83,54
63,PhD,Other,8.7,3-5x/week,6,Urban,88200,6.7,87,67
36,High School,Artist,6.4,1-2x/week,4,Suburban,41400,4.8,77,50
53,Master's,Educator,7.2,Daily,0,Rural,81200,4.4,77,61
51,Bachelor's,Doctor,6.4,1-2x/week,10,Urban,105400,7.5,73,64
49,Bachelor's,Other,8.0,Daily,1,Rural,60100,6.2,96,49
43,Bachelor's,Entrepreneur,7.7,Daily,3,Urban,73700,6.3,86,38
60,Bachelor's,Other,9.3,3-5x/week,3,Urban,65500,8.7,79,47
28,PhD,Artist,9.6,Daily,1,Suburban,66700,6.5,90,63
25,High School,Engineer,7.4,Daily,6,Suburban,63000,6.3,73,64
34,Master's,Educator,7.8,Rarely,3,Suburban,75100,6.2,67,61
40,Bachelor's,Educator,7.3,3-5x/week,8,Urban,70000,5.7,83,62
22,Master's,Artist,8.7,3-5x/week,5,Rural,56300,8.3,86,57
41,Bachelor's,Educator,5.1,Rarely,8,Urban,70400,6.1,60,73
38,Master's,Artist,4.0,3-5x/week,2,Rural,61200,4.8,81,54
55,Bachelor's,Entrepreneur,5.4,Rarely,2,Rural,78000,4.2,62,66
32,Bachelor's,Educator,8.8,Daily,1,Urban,63300,7.0,87,59
25,Master's,Entrepreneur,8.2,1-2x/week,3,Rural,76500,5.0,85,77
33,Bachelor's,Entrepreneur,6.5,Rarely,10,Rural,73200,8.3,63,82
25,Bachelor's,Artist,7.0,3-5x/week,1,Rural,45500,7.2,76,52
30,Bachelor's,Entrepreneur,4.5,Rarely,2,Suburban,68000,3.7,66,57
29,PhD,Artist,4.2,Rarely,1,Rural,67100,5.0,71,51
23,Bachelor's,Engineer,7.4,3-5x/week,1,Rural,69700,3.4,81,58
65,PhD,Entrepreneur,4.8,1-2x/week,6,Suburban,104000,5.4,72,85
54,Master's,Other,6.1,3-5x/week,1,Urban,72100,6.3,73,58
62,Master's,Engineer,6.8,Daily,3,Rural,96300,4.5,80,69
43,PhD,Doctor,5.3,1-2x/week,9,Suburban,121700,5.2,65,75
38,Bachelor's,Artist,7.7,Rarely,9,Suburban,54700,6.8,59,72
25,PhD,Educator,7.1,Rarely,1,Rural,80500,6.2,58,54
61,High School,Educator,4.0,3-5x/week,4,Suburban,66400,4.4,73,84
61,PhD,Educator,7.5,1-2x/week,1,Suburban,94900,5.0,77,58
46,High School,Educator,6.3,Rarely,5,Rural,60900,5.1,61,64
58,Bachelor's,Educator,4.5,Rarely,0,Rural,73200,4.6,61,50
30,High School,Doctor,9.2,3-5x/week,2,Suburban,83000,5.6,84,51
48,Master's,Entrepreneur,6.4,Daily,0,Rural,84200,4.2,86,56
34,PhD,Other,8.2,3-5x/week,1,Urban,74100,6.0,81,36
44,Bachelor's,Artist,5.6,3-5x/week,2,Suburban,53600,5.7,66,53
25,High School,Doctor,5.7,Daily,4,Suburban,82000,5.2,85,70
36,PhD,Other,5.2,Rarely,9,Suburban,78900,6.2,63,67
37,Master's,Engineer,6.7,3-5x/week,5,Suburban,87300,4.9,78,60
27,High School,Educator,5.8,Rarely,2,Suburban,51800,5.3,65,69
37,Master's,Other,7.1,1-2x/week,4,Urban,66800,5.4,80,65
27,High School,Other,7.9,Daily,3,Urban,42300,5.6,84,53
28,High School,Artist,6.2,Daily,8,Urban,40200,6.4,86,69
52,Master's,Doctor,4.3,Rarely,2,Rural,111800,5.0,63,61
26,Master's,Engineer,7.9,Daily,7,Rural,83900,5.0,92,70
55,PhD,Artist,10.0,1-2x/week,1,Rural,77500,6.4,74,38
64,Master's,Doctor,6.5,Daily,7,Urban,119100,7.3,81,77
54,Master's,Doctor,8.6,Daily,6,Urban,114600,6.5,93,83
39,PhD,Artist,5.9,3-5x/week,2,Suburban,71600,2.4,73,57
32,High School,Entrepreneur,8.0,3-5x/week,2,Suburban,58800,5.0,68,60
21,PhD,Doctor,6.1,1-2x/week,7,Rural,111900,6.3,78,87
39,High School,Engineer,4.5,Rarely,5,Suburban,68100,7.2,57,54
64,Master's,Engineer,6.4,Daily,4,Suburban,97600,4.3,86,50
30,Bachelor's,Artist,7.8,Daily,2,Urban,48000,7.6,92,60
37,PhD,Educator,5.5,3-5x/week,0,Suburban,84800,4.7,77,60
21,High School,Other,7.5,3-5x/week,4,Rural,40400,6.2,85,71
53,Bachelor's,Engineer,6.6,3-5x/week,8,Urban,85200,7.9,80,67
32,Bachelor's,Engineer,4.6,Daily,10,Rural,77800,5.8,75,68
39,High School,Entrepreneur,9.4,Rarely,2,Rural,61600,4.6,74,37
19,Master's,Educator,5.9,3-5x/week,5,Urban,70100,6.0,76,58
54,PhD,Other,7.7,Daily,0,Rural,81600,5.5,87,62
58,Master's,Engineer,7.0,Daily,7,Suburban,96700,7.6,83,60
33,High School,Educator,7.0,1-2x/week,10,Suburban,58200,7.7,66,78
49,Bachelor's,Artist,7.2,Rarely,1,Rural,55100,6.1,66,60
24,PhD,Other,7.2,Rarely,4,Suburban,71600,6.7,72,48
18,PhD,Entrepreneur,9.0,Daily,8,Urban,86200,8.0,87,64
38,PhD,Artist,6.2,3-5x/week,9,Suburban,74700,5.6,78,73
19,Master's,Educator,6.6,1-2x/week,7,Suburban,71100,4.6,64,69
22,High School,Engineer,7.6,1-2x/week,8,Urban,62800,6.4,65,63
41,Master's,Doctor,5.3,Rarely,8,Rural,110400,8.1,60,68
62,Master's,Doctor,7.1,3-5x/week,2,Suburban,115800,5.2,67,48
28,PhD,Other,4.0,Rarely,6,Suburban,74200,5.9,54,61
26,PhD,Engineer,6.5,1-2x/week,3,Suburban,91900,5.0,65,58
30,PhD,Other,6.8,3-5x/week,1,Suburban,72500,4.5,71,48
46,Bachelor's,Educator,7.0,Rarely,5,Suburban,70900,6.5,51,60
48,Bachelor's,Engineer,8.7,Daily,9,Rural,83700,7.0,82,86
19,Master's,Entrepreneur,6.5,Daily,8,Urban,76600,4.8,87,80
46,PhD,Entrepreneur,6.3,Rarely,7,Suburban,96900,7.0,69,80
61,Bachelor's,Engineer,8.0,3-5x/week,6,Suburban,87400,5.3,76,61
39,PhD,Artist,7.6,Daily,2,Rural,71600,5.7,90,49
35,PhD,Engineer,10.0,1-2x/week,6,Suburban,97000,7.1,80,56
24,Master's,Engineer,8.1,1-2x/week,9,Rural,84100,7.6,69,89
21,PhD,Other,8.0,1-2x/week,9,Urban,72900,7.1,73,74
37,PhD,Educator,6.7,Daily,6,Rural,87800,4.4,79,55
28,PhD,Other,4.0,3-5x/week,9,Urban,75700,6.1,65,88
50,High School,Engineer,6.1,1-2x/week,3,Rural,71500,5.4,72,58
51,Bachelor's,Artist,6.8,3-5x/week,3,Urban,56900,3.0,80,54
43,High School,Educator,7.9,1-2x/week,10,Urban,62200,6.3,76,86
41,PhD,Artist,7.0,3-5x/week,0,Rural,71400,4.9,85,52
47,Master's,Other,5.6,Rarely,0,Urban,68800,5.0,64,39
59,High School,Engineer,7.2,Rarely,0,Rural,73600,6.5,68,47
41,High School,Artist,7.3,3-5x/week,2,Urban,42400,4.6,79,64
48,PhD,Educator,8.6,1-2x/week,1,Rural,89700,5.4,78,49
23,Master's,Engineer,7.2,3-5x/week,1,Rural,79700,6.2,80,43
18,Bachelor's,Other,6.8,Rarely,10,Suburban,52200,8.5,64,87
41,PhD,Engineer,8.2,1-2x/week,8,Suburban,100400,8.2,83,58
46,High School,Entrepreneur,7.8,Rarely,3,Urban,64900,6.2,64,47
36,High School,Artist,6.8,3-5x/week,7,Rural,42900,6.4,79,71
59,Bachelor's,Entrepreneur,10.0,1-2x/week,1,Suburban,79100,6.9,79,55
45,Bachelor's,Other,5.6,Daily,2,Urban,59000,5.4,74,70
21,High School,Engineer,7.4,Rarely,4,Urban,60400,7.3,66,72
52,Bachelor's,Engineer,5.2,3-5x/week,2,Urban,81800,5.4,79,61
62,Bachelor's,Other,5.0,3-5x/week,9,Suburban,69300,5.6,73,81
42,High School,Artist,7.9,3-5x/week,1,Urban,42300,5.8,82,38
54,Master's,Educator,5.5,1-2x/week,4,Rural,83600,5.0,73,72
22,Master's,Other,8.0,1-2x/week,2,Urban,59800,6.4,75,66
31,Master's,Artist,7.3,Rarely,4,Urban,59400,6.6,65,59
53,PhD,Artist,6.0,3-5x/week,9,Rural,80700,4.6,73,76
64,Bachelor's,Educator,8.8,Daily,8,Suburban,79600,6.4,89,84
25,Bachelor's,Entrepreneur,6.5,3-5x/week,5,Suburban,67500,6.3,73,67
52,High School,Artist,10.0,1-2x/week,0,Rural,45800,7.9,86,48
43,Master's,Artist,6.7,Daily,5,Urban,64700,4.6,86,67
59,PhD,Engineer,8.4,Daily,0,Urban,103600,5.6,84,46
42,Master's,Artist,6.8,1-2x/week,0,Rural,61800,5.8,73,43
65,PhD,Other,7.0,3-5x/week,7,Urban,89500,6.0,86,81
50,Bachelor's,Doctor,6.6,Daily,6,Suburban,103000,8.0,87,63
25,Bachelor's,Doctor,8.0,Rarely,1,Urban,90500,5.3,65,44
50,Bachelor's,Doctor,7.6,3-5x/week,2,Rural,101000,6.3,80,78
65,Bachelor's,Entrepreneur,4.7,Rarely,5,Rural,83500,5.7,50,68
50,Bachelor's,Other,7.0,Daily,3,Suburban,61500,2.9,82,71
43,PhD,Entrepreneur,4.0,Rarely,1,Rural,92700,4.5,55,51
39,Bachelor's,Educator,8.2,Daily,1,Suburban,66100,5.2,94,47
22,Bachelor's,Other,9.2,Rarely,9,Suburban,53300,7.0,72,88
42,Bachelor's,Entrepreneur,6.7,Daily,3,Suburban,73300,4.2,91,74
28,Bachelor's,Engineer,6.7,3-5x/week,2,Suburban,72200,7.0,83,51
31,PhD,Entrepreneur,4.4,1-2x/week,0,Suburban,87400,4.1,66,38
55,High School,Other,8.0,Daily,3,Rural,53500,6.2,82,75
31,High School,Entrepreneur,5.9,Rarely,3,Urban,58900,5.2,63,71
60,Master's,Entrepreneur,7.8,3-5x/week,5,Suburban,91500,5.6,80,63
65,High School,Other,5.6,1-2x/week,6,Suburban,59000,6.7,66,72
57,Master's,Educator,8.4,Rarely,1,Suburban,83300,6.6,57,42
55,Bachelor's,Artist,7.1,Rarely,2,Suburban,58000,4.2,62,66
43,Bachelor's,Entrepreneur,9.6,Rarely,3,Rural,73700,7.5,74,67
57,Bachelor's,Doctor,4.9,3-5x/week,9,Urban,107300,5.3,70,67
62,Master's,Entrepreneur,7.1,Rarely,1,Suburban,90300,7.6,67,51
19,PhD,Entrepreneur,5.2,3-5x/week,1,Suburban,83100,4.9,81,39
22,Master's,Engineer,4.4,Rarely,5,Rural,81300,5.2,49,72
61,High School,Engineer,5.3,1-2x/week,9,Suburban,78900,7.9,72,78
22,Master's,Artist,7.4,Daily,5,Urban,56300,5.8,87,65
39,Bachelor's,Other,7.3,3-5x/week,9,Urban,60100,7.0,83,66
48,Bachelor's,Artist,5.5,Rarely,4,Suburban,56200,5.8,69,68
60,Master's,Other,6.1,1-2x/week,4,Urban,76000,4.9,65,43
45,PhD,Doctor,8.2,Daily,4,Rural,120000,5.7,91,51
47,Bachelor's,Doctor,6.2,1-2x/week,2,Rural,99800,6.7,79,48
46,High School,Engineer,6.9,1-2x/week,9,Suburban,72900,5.4,74,73
30,Master's,Doctor,7.2,3-5x/week,7,Urban,105500,6.9,87,67
48,PhD,Engineer,8.3,Daily,8,Urban,103200,5.7,85,67
29,Master's,Artist,5.6,Rarely,3,Rural,58100,5.4,61,63
47,Master's,Engineer,7.4,Daily,6,Rural,91800,6.1,84,64
37,Master's,Doctor,7.0,3-5x/week,5,Suburban,107300,5.6,72,52
39,High School,Engineer,5.8,1-2x/week,0,Urban,65600,5.6,66,51
43,Master's,Doctor,8.1,1-2x/week,10,Urban,112200,7.2,75,73
61,Bachelor's,Other,8.1,1-2x/week,1,Urban,64900,6.6,75,54
41,Master's,Educator,6.1,1-2x/week,0,Rural,76400,4.5,65,45
46,PhD,Doctor,5.6,Rarely,3,Urban,119900,5.6,61,77
61,High School,Educator,9.5,1-2x/week,10,Suburban,69400,8.0,80,73
34,PhD,Other,7.3,Rarely,7,Suburban,77100,6.9,62,67
50,PhD,Doctor,7.0,1-2x/week,10,Urban,125000,7.5,67,55
19,High School,Entrepreneur,7.5,3-5x/week,4,Suburban,54600,6.0,75,55
26,High School,Educator,7.0,1-2x/week,3,Suburban,51900,6.2,71,48
46,Master's,Other,8.0,1-2x/week,10,Suburban,73400,9.2,77,79
20,Master's,Doctor,4.5,3-5x/week,10,Rural,103000,6.8,77,69
44,Master's,Doctor,8.4,Daily,7,Urban,111100,6.8,96,80
59,High School,Doctor,4.5,Daily,7,Suburban,97100,5.9,77,62
56,PhD,Educator,7.0,3-5x/week,8,Suburban,96400,6.3,78,44
25,High School,Other,4.0,Daily,5,Suburban,42500,5.3,77,64
58,Master's,Doctor,7.4,Daily,9,Urban,117700,4.5,85,83
54,Master's,Other,5.7,Daily,4,Suburban,73600,6.2,84,67
32,Master's,Educator,8.7,3-5x/week,5,Rural,75300,7.3,88,61
58,PhD,Artist,4.1,Daily,2,Urban,79200,5.5,71,66
29,High School,Other,8.1,Rarely,10,Urban,46600,8.3,72,83
27,High School,Other,7.8,1-2x/week,6,Rural,43800,6.2,77,73
33,High School,Other,7.3,1-2x/week,3,Urban,44700,5.2,78,60
44,High School,Educator,9.4,Daily,7,Rural,61100,8.0,81,71
36,High School,Other,6.3,Daily,7,Suburban,47900,8.1,83,86
57,High School,Other,5.5,Daily,4,Urban,54800,4.6,81,80
31,Master's,Engineer,6.1,Rarely,7,Suburban,85900,6.9,60,87
44,PhD,Doctor,6.4,3-5x/week,2,Suburban,118600,4.7,77,34
41,High School,Artist,5.1,1-2x/week,5,Rural,43900,7.0,66,65
49,Bachelor's,Entrepreneur,7.1,1-2x/week,9,Suburban,79100,5.3,78,78
54,PhD,Other,5.0,1-2x/week,0,Suburban,81600,4.2,64,28
52,PhD,Doctor,9.7,1-2x/week,8,Rural,124800,7.7,86,63
31,Master's,Engineer,7.2,Rarely,8,Rural,86400,6.3,65,62
63,High School,Educator,6.2,1-2x/week,8,Suburban,69200,5.9,71,50
24,PhD,Doctor,7.8,Daily,2,Suburban,110600,9.0,84,54
39,Master's,Entrepreneur,9.0,3-5x/week,6,Suburban,83600,6.2,85,68
43,High School,Doctor,6.5,Rarely,7,Urban,90700,5.5,72,76
35,Bachelor's,Doctor,7.7,Daily,5,Suburban,96500,6.6,79,80
53,Master's,Engineer,6.1,Daily,8,Suburban,95200,6.7,87,77
20,High School,Entrepreneur,6.2,3-5x/week,3,Rural,54500,7.3,79,61
33,Bachelor's,Doctor,8.0,1-2x/week,9,Urban,97700,7.1,71,59
50,PhD,Other,4.0,3-5x/week,0,Urban,80000,1.4,70,44
22,Bachelor's,Educator,9.2,3-5x/week,1,Rural,59300,5.0,81,15
37,High School,Other,5.3,3-5x/week,1,Urban,45300,3.8,81,39
27,PhD,Other,8.4,3-5x/week,5,Suburban,73300,5.7,85,58
47,Bachelor's,Entrepreneur,8.9,1-2x/week,5,Suburban,76300,5.7,72,59
57,PhD,Entrepreneur,8.3,Daily,2,Rural,98800,5.5,86,50
20,Bachelor's,Entrepreneur,4.3,1-2x/week,4,Rural,65000,5.2,73,65
34,PhD,Artist,9.7,1-2x/week,1,Urban,69100,3.5,86,50
63,High School,Engineer,6.1,3-5x/week,5,Rural,77700,3.7,77,62
39,PhD,Educator,6.9,3-5x/week,8,Rural,89600,7.8,76,87
37,Master's,Artist,5.5,Daily,1,Urban,60300,3.0,69,44
51,PhD,Other,8.8,1-2x/week,1,Urban,80900,5.2,71,56
19,Bachelor's,Artist,8.2,Daily,6,Suburban,45600,5.2,82,71
47,Bachelor's,Educator,6.9,1-2x/week,0,Urban,68800,5.0,75,48
27,PhD,Doctor,7.3,Daily,2,Suburban,111800,3.8,83,60
49,PhD,Other,7.5,Rarely,0,Urban,79600,5.6,72,51
18,Master's,Other,7.5,Rarely,6,Suburban,60200,3.7,65,63
63,Bachelor's,Educator,6.6,Daily,1,Suburban,75700,4.2,75,37
24,Master's,Entrepreneur,8.3,Daily,1,Rural,75100,6.0,84,79
41,High School,Engineer,7.2,Daily,2,Suburban,67400,4.9,90,71
40,High School,Educator,6.6,1-2x/week,0,Urban,56000,5.3,69,67
65,High School,Engineer,5.7,3-5x/week,10,Rural,81000,5.7,75,100
57,Master's,Educator,5.0,1-2x/week,10,Rural,87800,7.4,69,76
30,High School,Engineer,7.1,1-2x/week,7,Suburban,65500,5.2,72,68
55,Master's,Other,5.8,Rarely,10,Urban,77000,5.4,64,80
65,High School,Engineer,5.8,1-2x/week,4,Urban,78000,6.4,72,45
49,High School,Entrepreneur,7.9,1-2x/week,4,Rural,66600,5.9,76,55
38,High School,Other,5.1,Rarely,7,Rural,48700,8.1,54,82
32,PhD,Educator,8.6,1-2x/week,5,Urban,85300,6.8,72,68
38,High School,Other,8.8,3-5x/week,5,Rural,47700,4.6,77,55
61,PhD,Other,4.9,Rarely,5,Rural,86900,4.3,58,59
21,High School,Engineer,6.4,Rarely,4,Urban,60400,4.5,57,74
43,High School,Other,5.7,Rarely,8,Urban,51200,4.8,60,78
52,High School,Other,7.7,1-2x/week,7,Suburban,54300,7.8,77,72
47,PhD,Doctor,7.3,3-5x/week,4,Rural,120800,6.4,85,78
57,High School,Educator,6.9,Rarely,9,Rural,67300,7.6,60,76
26,Bachelor's,Engineer,6.8,1-2x/week,8,Rural,74400,7.2,76,75
59,PhD,Artist,7.1,Daily,4,Rural,80600,7.3,92,73
23,PhD,Educator,6.9,3-5x/week,9,Urban,83700,5.3,78,84
56,Master's,Engineer,5.9,1-2x/week,4,Rural,94400,5.7,62,66
40,High School,Educator,7.7,3-5x/week,7,Urban,59500,6.8,81,65
64,PhD,Educator,4.0,Daily,4,Suburban,97600,4.5,86,58
36,High School,Engineer,5.4,3-5x/week,9,Rural,68900,6.4,84,69
45,High School,Educator,7.3,3-5x/week,5,Suburban,60500,5.3,82,55
56,Bachelor's,Entrepreneur,8.3,1-2x/week,6,Urban,80400,5.7,78,55
59,PhD,Artist,10.0,1-2x/week,5,Urban,81100,7.7,71,67
31,Master's,Educator,5.8,Daily,6,Rural,75400,8.3,79,74
35,Bachelor's,Entrepreneur,7.5,3-5x/week,1,Urban,69500,5.2,69,46
29,Bachelor's,Educator,5.9,Rarely,9,Rural,66100,7.1,64,76
41,Master's,Entrepreneur,8.9,Daily,3,Suburban,82900,7.0,80,47
44,PhD,Artist,6.5,1-2x/week,0,Urban,72600,4.5,70,41
18,Master's,Other,6.8,Rarely,3,Rural,58700,6.3,60,66
49,PhD,Educator,8.6,1-2x/week,8,Suburban,93600,9.3,82,66
55,High School,Doctor,10.0,3-5x/week,0,Urban,92000,6.6,81,40
49,High School,Educator,4.0,Daily,6,Rural,62600,6.3,83,58
49,Bachelor's,Engineer,7.0,1-2x/week,5,Urban,82100,5.3,66,52
20,High School,Educator,4.8,Daily,4,Rural,50000,5.7,79,61
24,Master's,Doctor,7.1,3-5x/week,8,Urban,103600,8.4,74,71
34,High School,Educator,9.3,3-5x/week,4,Suburban,55600,7.0,85,73
57,High School,Engineer,5.7,Daily,4,Rural,74800,5.0,85,56
30,High School,Educator,5.0,3-5x/week,10,Rural,57000,7.6,80,82
36,Bachelor's,Engineer,6.4,1-2x/week,8,Rural,78400,5.7,76,72
56,Master's,Doctor,4.0,Rarely,9,Suburban,116900,4.8,66,82
63,PhD,Engineer,7.9,3-5x/week,8,Urban,109200,7.8,84,75
23,Bachelor's,Entrepreneur,5.7,Daily,9,Suburban,68700,5.3,82,62
22,High School,Educator,8.7,3-5x/week,2,Rural,49800,7.7,84,77
40,Bachelor's,Engineer,4.7,Rarely,0,Urban,76000,6.4,55,53
58,High School,Doctor,8.5,Rarely,5,Urban,95700,6.8,61,69
56,Bachelor's,Entrepreneur,5.8,1-2x/week,3,Suburban,78900,6.8,68,60
32,Bachelor's,Educator,6.4,3-5x/week,8,Suburban,66800,6.5,87,62
38,Master's,Artist,7.6,Daily,10,Urban,65200,8.8,87,72
45,High School,Educator,7.3,Daily,5,Rural,60500,5.4,84,60
63,Bachelor's,Engineer,6.9,1-2x/week,5,Urban,87700,5.3,80,65
59,Bachelor's,Educator,8.2,1-2x/week,6,Suburban,76600,7.3,76,60
30,PhD,Doctor,6.3,Daily,10,Rural,117000,7.7,89,63
19,PhD,Engineer,7.8,Rarely,3,Suburban,89100,6.1,66,55
45,High School,Engineer,10.0,3-5x/week,3,Suburban,69500,6.1,87,70
19,Bachelor's,Other,6.9,Daily,7,Urban,51100,6.0,83,65
64,High School,Engineer,5.7,3-5x/week,4,Urban,77600,5.0,73,55
58,Master's,Doctor,7.2,1-2x/week,8,Suburban,117200,8.3,65,76
53,PhD,Doctor,6.4,1-2x/week,6,Suburban,124200,4.9,66,64
38,High School,Engineer,8.2,Daily,8,Urban,69200,5.8,89,71
22,PhD,Other,9.2,1-2x/week,5,Urban,71300,8.4,77,67
26,PhD,Engineer,6.8,Rarely,7,Urban,93900,4.4,64,72
25,Bachelor's,Engineer,10.0,Daily,3,Urban,71500,7.1,91,67
42,Bachelor's,Artist,6.2,3-5x/week,2,Suburban,52800,4.0,73,67
62,PhD,Other,5.9,1-2x/week,9,Rural,89300,7.6,68,89
27,Bachelor's,Doctor,7.3,3-5x/week,3,Suburban,92300,6.8,79,51
24,High School,Artist,4.0,3-5x/week,8,Urban,38600,5.4,72,76
31,PhD,Educator,5.8,1-2x/week,8,Suburban,86400,5.0,66,61
24,Master's,Doctor,7.2,Daily,2,Suburban,100600,5.6,88,42
55,Bachelor's,Entrepreneur,5.4,Daily,5,Suburban,79500,7.2,87,52
29,Master's,Doctor,8.7,Daily,3,Rural,103100,5.6,94,58
57,Master's,Engineer,4.6,1-2x/week,3,Suburban,94300,4.8,67,76
36,Master's,Engineer,8.3,Daily,0,Urban,84400,8.2,81,43
44,High School,Doctor,8.3,Daily,3,Suburban,89100,5.8,89,57
40,PhD,Other,10.0,3-5x/week,3,Rural,77500,8.0,83,49
32,PhD,Doctor,5.9,3-5x/week,9,Rural,117300,7.4,69,85
50,Bachelor's,Educator,9.4,3-5x/week,5,Rural,72500,5.6,79,61
52,PhD,Artist,6.4,Rarely,3,Suburban,77300,6.1,60,62
34,PhD,Doctor,6.8,1-2x/week,6,Suburban,116600,4.7,64,62
40,Bachelor's,Engineer,8.1,Rarely,0,Suburban,76000,4.4,79,56
32,PhD,Doctor,9.0,Rarely,3,Urban,114300,6.2,57,50
19,Master's,Doctor,7.2,3-5x/week,3,Urban,99100,6.5,89,63
37,Master's,Artist,9.9,1-2x/week,7,Suburban,63300,7.2,80,65
53,Bachelor's,Engineer,6.5,1-2x/week,7,Rural,84700,5.7,75,64
49,Bachelor's,Educator,8.1,3-5x/week,2,Suburban,70600,5.2,77,61
28,PhD,Artist,5.7,Daily,1,Urban,66700,3.0,81,49
54,PhD,Educator,6.7,Rarely,5,Urban,94100,7.4,60,69
20,Master's,Doctor,7.5,3-5x/week,7,Rural,101500,7.9,82,72
59,PhD,Artist,7.5,Rarely,5,Urban,81100,6.2,69,71
33,Bachelor's,Artist,7.0,1-2x/week,5,Urban,50700,5.9,78,42
29,PhD,Educator,7.6,Daily,3,Urban,83100,6.7,84,57
21,PhD,Doctor,6.9,Rarely,7,Rural,111900,8.5,61,59
29,High School,Entrepreneur,6.0,1-2x/week,2,Suburban,57600,3.4,72,50
52,Master's,Other,8.9,3-5x/week,2,Rural,71800,6.4,81,52
22,PhD,Doctor,6.9,Rarely,1,Rural,109300,6.2,64,32
38,PhD,Engineer,6.8,Daily,10,Suburban,100200,6.6,81,87
65,PhD,Entrepreneur,7.9,1-2x/week,9,Urban,105500,6.5,76,77
54,Master's,Artist,7.2,Daily,5,Rural,69100,5.6,79,54
62,PhD,Other,7.6,Rarely,0,Suburban,84800,5.1,63,61
35,Master's,Other,6.8,1-2x/week,7,Urban,67500,5.3,76,63
28,Master's,Educator,8.5,1-2x/week,5,Suburban,73700,7.9,71,76
49,Master's,Entrepreneur,5.9,1-2x/week,0,Rural,84600,5.3,68,57
35,Master's,Engineer,6.4,1-2x/week,9,Rural,88500,5.8,73,87
56,High School,Educator,5.6,Daily,7,Suburban,65900,7.4,81,71
65,High School,Doctor,9.3,Rarely,4,Suburban,98000,5.7,73,63
31,Master's,Other,7.9,Daily,1,Suburban,62900,6.3,83,45
62,High School,Educator,5.2,Daily,8,Urban,68800,7.1,96,76
23,High School,Other,5.0,3-5x/week,5,Urban,41700,5.2,79,70
62,High School,Other,7.6,Rarely,5,Suburban,57300,7.3,59,71
25,PhD,Educator,4.0,Rarely,2,Rural,81000,2.5,59,54
29,Bachelor's,Educator,4.8,Daily,5,Rural,64100,6.8,76,51
36,PhD,Educator,7.2,1-2x/week,9,Urban,88900,5.5,69,87
47,Master's,Engineer,4.8,Rarely,9,Suburban,93300,5.8,54,63
29,PhD,Doctor,6.1,1-2x/week,1,Urban,112100,5.0,75,51
60,Bachelor's,Artist,9.9,Rarely,7,Suburban,62500,7.1,63,70
59,Bachelor's,Other,8.3,1-2x/week,3,Suburban,65100,5.2,79,61
